          Q2           xp         beta           mx   iData         Data       ErrTot       Theory        Ratio         Pull      PullUnc 
        11.5       0.0005         0.57      2.94541       0       0.0448   0.00999301    0.0507282     0.883138    -0.593233    -0.770116 
        11.5       0.0005        0.699      2.22533       1        0.064    0.0160839    0.0542675      1.17934     0.605112     0.821813 
        11.5        0.003        0.089      10.8496       2       0.0219   0.00357628     0.020781      1.05385     0.312894     0.404897 
        11.5        0.003        0.101      10.1174       3        0.019   0.00237477    0.0222125     0.855375     -1.35275     -1.87702 
        11.5        0.003        0.117      9.31615       4        0.023   0.00251532    0.0234008     0.982874    -0.159328    -0.245001 
        11.5        0.003        0.155      7.91793       5       0.0251   0.00230004    0.0248665      1.00939     0.101529     0.229109 
        11.5        0.003        0.244      5.96918       6       0.0262   0.00237988    0.0272331     0.962064    -0.434105     -1.02637 
        11.5        0.003        0.361      4.51176       7       0.0317   0.00290033    0.0310654      1.02043     0.218785     0.502638 
        11.5        0.003        0.631      2.59327       8       0.0403   0.00426914    0.0398482      1.01134     0.105831     0.201065 
          44        0.003        0.341      9.22129       9       0.0202   0.00658037    0.0332799     0.606973     -1.98771     -2.09858 
          44        0.003        0.386      8.36598      10       0.0355   0.00451618    0.0350497      1.01285    0.0997191     0.132548 
          44        0.003        0.446      7.39288      11       0.0327   0.00378078    0.0367725     0.889252     -1.07716     -1.59133 
          44        0.003        0.592      5.50675      12       0.0387   0.00413963    0.0383846      1.00822    0.0761953     0.177015 
